,description,boot_space
256,"The Kia Niro has a length of 4420 mm, a height of 1570 mm and a width of 1825 mm without the exterior mirrors. Motorization: petrol hybrid,  petrol plug-in hybrid and  electric. The plug-in hybrid model is called Niro PHEV and has a boot space of 348* liters. The electric model is called e-Niro and has a boot space of 495* liters. Because of its size, features and ground clearance of 16 cm, we classify the Kia Niro in the category of compact SUV. This model from the year 2022  stands out for being 65 mm longer compared to the dimensions of the 2020 Kia Niro.Do you like the new generation size change? 👍 👎",Boot space: 348* - 451 liters.
257,"The Nissan Qashqai has a length of 4425 mm, a height of 1635 mm, a width of 1838 mm without the exterior mirrors and a measurement of 2084 millimeters with the mirrors unfolded. Motorization: petrol mild hybrid and  petrol hybrid. Because of its size, features and ground clearance of 18 cm, we classify the Nissan Qashqai in the category of compact SUV. This model from the year 2021 is 31 mm longer, 32 mm wider and 45 mm higher compared to the dimensions of the 2017 Nissan Qashqai.Do you like the new generation size change? 👍 👎",Boot space: 480 liters.
258,"The MINI Countryman has a length of 4433 mm, a height of 1656 mm and a width of 1843 mm without the exterior mirrors. The boot capacity varies depending on the position of the 13 centimeters sliding rear seats, to allow more space for the second-row passengers or luggage volume. Motorization: diesel,  petrol and  electric. Because of its size, features and ground clearance, we classify the MINI Countryman in the category of compact SUV. This new model  stands out for being 136 mm longer compared to the dimensions of the 2021 MINI Countryman.Do you like the new generation size change? 👍 👎",Boot space: 460 liters.
259,"The Volvo XC40 has a length of 4440 mm, a height of 1652 mm, a width of 1863 mm without the exterior mirrors and a measurement of 2034 millimeters with the mirrors unfolded. Motorization: petrol,  petrol mild hybrid,  petrol plug-in hybrid and  electric. The plug-in hybrid model is called XC40 Recharge and has a boot space of 452* liters. The electric model is called XC40 Recharge Pure Electric and has a boot space of 450* liters. Because of its size, features and ground clearance of 21 cm, we classify the Volvo XC40 in the category of compact SUV. This model from the year 2023 is the same size compared to the dimensions of the 2018 Volvo XC40.Do you like the trend of larger cars? 👍 👎",Boot space: 450* - 452 liters.
260,"The Peugeot 3008 has a length of 4542 mm, a height of 1641 mm, a width of 1895 mm without the exterior mirrors and a measurement of 2108 millimeters with the mirrors unfolded. Motorization: electric. The electric model is called E-3008 and has a boot space of 520 liters. Because of its size, features and ground clearance, we classify the Peugeot 3008 in the category of mid-size SUV. This new model  stands out for being 95 mm longer compared to the dimensions of the 2021 Peugeot 3008.Do you like the new generation size change? 👍 👎",Boot space: 520 liters.
261,"The SsangYong Korando has a length of 4450 mm, a height of 1629 mm and a width of 1870 mm without the exterior mirrors. Motorization: diesel,  petrol and  electric. The electric model is called Korando e-Motion. Because of its size, features and ground clearance of 17 cm, we classify the SsangYong Korando in the category of compact SUV. This model from the year 2020 is 40 mm longer, 40 mm wider and 46 mm lower compared to the dimensions of the 2017 SsangYong Korando.Do you like the new generation size change? 👍 👎",Boot space: 551 liters.
262,"The CUPRA Formentor has a length of 4450 mm, a height of 1528 mm, a width of 1839 mm without the exterior mirrors and a measurement of 1992 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  petrol plug-in hybrid. The plug-in hybrid model is called Formentor e-Hybrid and has a boot space of 345* liters. Because of its size, features and ground clearance, we classify the CUPRA Formentor in the category of compact SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 345* - 450 liters.
263,"The BYD Atto 3 has a length of 4455 mm, a height of 1615 mm, a width of 1875 mm without the exterior mirrors and a measurement of 2050 millimeters with the mirrors unfolded. Motorization: electric. Because of its size, features and ground clearance, we classify the BYD Atto 3 in the category of compact SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 440 liters.
264,"The Toyota Corolla Cross has a length of 4460 mm, a height of 1620 mm and a width of 1825 mm without the exterior mirrors. Motorization: petrol hybrid. Because of its size, features and ground clearance, we classify the Toyota Corolla Cross in the category of compact SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 433 liters.
265,"The Ford Explorer has a length of 4460 mm, a height of 1600 mm and a width of 1870 mm without the exterior mirrors. Motorization: electric. Because of its size, features and ground clearance, we classify the Ford Explorer in the category of compact SUV. This new model  stands out for being 589 mm shorter compared to the dimensions of the 2020 Ford Explorer.Do you like the trend of larger cars? 👍 👎",Boot space: 470 liters.
266,"The Mercedes-Benz EQA has a length of 4463 mm, a height of 1620 mm, a width of 1834 mm without the exterior mirrors and a measurement of 2020 millimeters with the mirrors unfolded. Motorization: electric. Because of its size, features and ground clearance of 18 cm, we classify the Mercedes-Benz EQA in the category of compact SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 340 liters.
267,"The Opel Grandland has a length of 4477 mm, a height of 1609 mm, a width of 1856 mm without the exterior mirrors and a measurement of 2098 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  petrol plug-in hybrid. The plug-in hybrid model is called Grandland Hybrid and has a boot space of 390* liters. Because of its size, features and ground clearance of 20 cm, we classify the Opel Grandland in the category of compact SUV. This model from the year 2022 is the same size compared to the dimensions of the 2018 Opel Grandland X.Do you like the trend of larger cars? 👍 👎",Boot space: 390* - 514 liters.
268,"The SsangYong Tivoli Grand has a length of 4480 mm, a height of 1660 mm and a width of 1810 mm without the exterior mirrors. Motorization: petrol. Because of its size, features and ground clearance of 17 cm, we classify the SsangYong Tivoli Grand in the category of compact SUV. This model from the year 2021 is 40 mm longer, 12 mm wider and 25 mm higher compared to the dimensions of the 2016 SsangYong XLV.Do you like the new generation size change? 👍 👎",Boot space: 574 liters.
269,"The Audi Q3 has a length of 4484 mm, a height of 1585 mm, a width of 1856 mm without the exterior mirrors and a measurement of 2024 millimeters with the mirrors unfolded. The boot capacity varies between 530 - 675 liters depending on the position of the 15 centimeters sliding rear seats, to allow more space for the second-row passengers or luggage volume. Motorization: diesel,  petrol,  petrol mild hybrid and  petrol plug-in hybrid. The mild hybrid model has a boot space of 410* liters. The plug-in hybrid model is called Q3 TFSIe and has a boot space of 380* liters. Because of its size, features and ground clearance of 17 cm, we classify the Audi Q3 in the category of compact SUV. This model from the year 2019  stands out for being 96 mm longer compared to the dimensions of the 2015 Audi Q3.Do you like the new generation size change? 👍 👎",Boot space: 380* - 530 liters.
270,"The Lexus UX has a length of 4495 mm, a height of 1540 mm and a width of 1840 mm without the exterior mirrors. Motorization: petrol hybrid and  electric. The electric model is called UX e and has a boot space of 367* liters. Because of its size, features and ground clearance of 16 cm, we classify the Lexus UX in the category of compact SUV. This model from the year 2023 is the same size compared to the dimensions of the 2019 Lexus UX.Do you like the trend of larger cars? 👍 👎",Boot space: 367* - 320 liters.
271,"The Subaru Crosstrek has a length of 4495 mm, a height of 1600 mm, a width of 1800 mm without the exterior mirrors and a measurement of 2020 millimeters with the mirrors unfolded. Motorization: petrol hybrid. Because of its size, features and ground clearance of 22 cm, we classify the Subaru Crosstrek in the category of compact SUV. This new model is 10 mm longer, has the same width and 15 mm lower compared to the dimensions of the 2021 Subaru XV.Do you like the trend of larger cars? 👍 👎",Boot space: 315 liters.
272,"The Audi Q3 Sportback has a length of 4500 mm, a height of 1556 mm, a width of 1843 mm without the exterior mirrors and a measurement of 2022 millimeters with the mirrors unfolded. The boot capacity varies between 530 - 625 liters depending on the position of the 13 centimeters sliding rear seats, to allow more space for the second-row passengers or luggage volume. Motorization: diesel,  petrol,  petrol mild hybrid and  petrol plug-in hybrid. The mild hybrid model has a boot space of 410* liters. The plug-in hybrid model is called Q3 Sportback TFSIe and has a boot space of 380* liters. Because of its size, features and ground clearance of 17 cm, we classify the Audi Q3 Sportback in the category of compact SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 380* - 530 liters.
273,"The Citroen C5 Aircross has a length of 4500 mm, a height of 1689 mm, a width of 1840 mm without the exterior mirrors and a measurement of 2099 millimeters with the mirrors unfolded. The boot capacity varies between 580 - 720 liters depending on the position of the 15 centimeters sliding rear seats, to allow more space for the second-row passengers or luggage volume. Motorization: diesel,  petrol,  petrol mild hybrid and  petrol plug-in hybrid. The mild hybrid model is called C5 Aircross Hybrid and has a boot space of 580* liters. The plug-in hybrid model is called C5 Aircross Plug-in Hybrid and has a boot space of 460* liters. Because of its size, features and ground clearance of 23 cm, we classify the Citroen C5 Aircross in the category of compact SUV. This model from the year 2022 is the same size compared to the dimensions of the 2019 Citroen C5 Aircross.Do you like the trend of larger cars? 👍 👎",Boot space: 460* - 580 liters.
